lead_time,total_stay,adr,total_guests,total_of_special_requests,hotel,arrival_date_month,market_segment,distribution_channel,customer_type,deposit_type,is_repeated_guest,actual_is_canceled,pred_cancel_prob
0,1,88.0,1.0,0,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.42132089702782766
20,5,68.0,2.0,2,City Hotel,February,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.057476195105229354
119,7,119.85,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.4171231435194599
24,1,32.0,2.0,0,Resort Hotel,November,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.0944489734054817
89,5,119.0,3.0,1,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.45438079384880714
28,2,104.0,3.0,0,Resort Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.19642752936390656
95,4,108.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.538958033258778
134,3,113.7,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.4144922549789701
65,2,62.0,2.0,0,City Hotel,September,Groups,TA/TO,Transient,Non Refund,0,1,0.9906727098867925
38,3,105.3,2.0,1,City Hotel,October,Online TA,TA/TO,Contract,No Deposit,0,1,0.2367389951339455
63,3,97.2,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.4612566598271428
230,5,117.0,2.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.36184599218379404
50,5,78.85,3.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.3826186662680109
273,3,95.0,2.0,0,City Hotel,May,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9932670006132629
138,1,57.0,1.0,0,City Hotel,July,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.26355069886691657
216,9,145.02,2.0,0,Resort Hotel,September,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.36156821147400475
53,14,39.14,1.0,3,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.09899519711774116
226,2,76.5,2.0,1,City Hotel,July,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.23699470234675302
23,3,176.67,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.31437497265091635
103,3,130.5,3.0,3,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.12997354484894783
151,3,71.0,1.0,0,City Hotel,January,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.16104393426558763
112,2,64.0,2.0,0,City Hotel,March,Groups,TA/TO,Transient,Non Refund,0,1,0.9923948632634894
6,2,0.0,2.0,1,Resort Hotel,November,Complementary,TA/TO,Transient,No Deposit,0,0,0.16971826681412358
180,7,130.5,2.0,0,City Hotel,July,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.5534098649368028
20,1,120.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.21062332939890616
5,1,77.0,1.0,0,City Hotel,November,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.10917070979719001
177,3,105.33,2.0,1,City Hotel,April,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.22988106780991255
3,1,143.2,3.0,2,City Hotel,July,Direct,Direct,Transient-Party,No Deposit,0,0,0.029012204686877298
277,14,48.5,1.0,0,Resort Hotel,October,Groups,Direct,Transient,Non Refund,0,1,0.99463921187748
364,2,101.5,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,Non Refund,0,1,0.9927723060690052
66,3,75.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.21045018269248006
44,3,95.0,2.0,1,City Hotel,April,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.06422542226954349
158,7,66.6,2.0,1,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.35983920864867835
418,3,107.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.41331923469836057
364,4,103.0,3.0,0,Resort Hotel,October,Groups,Corporate,Transient-Party,No Deposit,0,0,0.48104580335493247
7,1,169.0,1.0,0,City Hotel,May,Offline TA/TO,GDS,Transient,No Deposit,0,1,0.08706492130506355
26,4,33.3,2.0,0,Resort Hotel,November,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.14406689277733845
21,2,65.0,1.0,0,City Hotel,December,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.13356855735776862
77,3,127.38,2.0,3,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.09714465506456016
9,2,108.0,3.0,1,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.2777920094945037
105,4,110.7,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.34863243498087804
67,4,75.95,2.0,0,City Hotel,March,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.3312831589228134
52,5,91.8,2.0,2,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.16565358652037543
222,5,70.55,2.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.3657166622064514
69,4,100.3,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.48172238546291557
0,3,61.0,3.0,1,Resort Hotel,December,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.08519270054433362
53,4,81.9,2.0,1,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.30491521386552956
145,3,139.0,2.0,2,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.20247082188558008
21,1,91.0,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.46985821052551285
6,4,129.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.45146973226304077
180,1,70.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9890565130943725
296,4,117.0,2.0,1,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.17078729008718835
16,1,138.0,2.0,2,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.1507497930648817
157,4,117.68,1.0,1,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,1,0.4337061907676577
22,3,224.0,2.0,0,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,1,0.19782648033581512
24,1,101.0,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.25008580973669936
150,3,257.0,4.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.739321220047157
59,2,80.0,2.0,0,City Hotel,January,Groups,TA/TO,Transient,Non Refund,0,1,0.9918895275033197
97,7,79.43,1.0,0,City Hotel,March,Groups,TA/TO,Transient,Non Refund,0,1,0.9931347065771955
87,7,50.4,2.0,1,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.35113706288888463
5,4,39.0,1.0,0,Resort Hotel,January,Direct,Direct,Transient,No Deposit,0,0,0.11820777848289489
73,4,65.75,2.0,0,City Hotel,February,Direct,Direct,Transient,No Deposit,0,0,0.25072231893273184
173,7,100.93,2.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.31458642387366453
16,7,85.0,2.0,0,Resort Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.20033594925721496
7,2,88.0,2.0,0,City Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.1945524107112247
88,2,79.2,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,1,0.4997779697354911
267,9,56.45,2.0,0,Resort Hotel,April,Direct,Direct,Transient-Party,No Deposit,0,0,0.2798948534683105
166,4,107.95,2.0,0,City Hotel,July,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.2049833691565825
184,7,120.6,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.5040303112624593
221,1,80.0,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.2201323736492532
211,2,85.0,2.0,0,Resort Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.3266401317660712
25,2,215.0,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.2853252259304053
15,4,101.25,2.0,1,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.2312121441634499
171,2,118.75,2.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.614097147621829
34,1,67.0,1.0,0,City Hotel,February,Corporate,Corporate,Transient,No Deposit,1,0,0.1978586598984557
15,3,140.0,2.0,2,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.15624440895155378
182,5,104.0,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.43922637385338753
173,7,92.14,2.0,0,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.5758858857794982
1,3,122.67,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.4511631237830928
0,1,180.0,1.0,0,City Hotel,September,Direct,Direct,Transient,No Deposit,0,0,0.15660342818064585
0,3,144.67,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.27955009151999793
191,11,158.16,2.0,2,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.34551866821408905
14,2,82.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.09006013361039525
29,3,184.06,3.0,1,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.330505795287329
166,3,110.0,1.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9896106816130905
62,3,135.0,2.0,0,City Hotel,August,Direct,Direct,Transient,No Deposit,0,1,0.23604589645965954
115,2,70.0,1.0,0,City Hotel,March,Groups,TA/TO,Transient,Non Refund,0,1,0.9918349388404561
214,7,46.64,2.0,0,Resort Hotel,March,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.4506532556843015
42,4,150.0,4.0,0,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.22130427625392438
37,3,95.0,1.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.11332109299099748
9,3,166.67,2.0,0,City Hotel,October,Direct,Direct,Transient,No Deposit,0,0,0.21187372371220756
36,3,112.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.12845843309368676
96,3,126.0,2.0,1,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.37827979248823523
8,1,130.0,2.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.11211939962168264
4,1,66.0,1.0,0,City Hotel,January,Corporate,Corporate,Transient,No Deposit,1,0,0.14916378740685182
122,2,94.0,2.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.1643290325748876
457,2,122.4,2.0,1,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.31668705245608575
199,2,140.0,3.0,0,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.6985469920243536
247,3,110.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9971122547995576
135,4,118.0,4.0,0,Resort Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.6072956590961747
55,3,140.0,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.34197018787768685
214,2,34.0,2.0,0,Resort Hotel,October,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.2630661414488226
220,10,156.0,5.0,0,Resort Hotel,May,Direct,Direct,Transient,No Deposit,0,1,0.4819882860673256
1,1,25.0,1.0,0,Resort Hotel,January,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.09731223946273831
26,1,160.0,1.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.26796093740901744
2,1,140.0,2.0,1,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.11742177463225464
53,3,65.0,1.0,0,City Hotel,November,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.22910535314558836
10,4,107.0,1.0,0,City Hotel,March,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.11307900930196951
7,3,29.0,1.0,0,Resort Hotel,March,Groups,Corporate,Transient-Party,No Deposit,0,0,0.08760454935789778
2,2,65.0,2.0,0,City Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.17078906887590853
7,4,118.15,2.0,0,City Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.18570463271608048
0,1,38.0,2.0,0,Resort Hotel,January,Direct,Direct,Transient-Party,No Deposit,0,0,0.06740369099744675
135,5,86.49,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.3760149530026455
178,3,110.0,1.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9898797523394363
164,2,100.0,1.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.18110340545250256
90,1,74.0,2.0,0,Resort Hotel,April,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.17551910957583394
151,2,85.0,1.0,1,City Hotel,March,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.15380591583192413
167,7,77.6,2.0,0,Resort Hotel,June,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.2652835346136452
57,7,64.0,2.0,0,Resort Hotel,March,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.20708380275165003
85,6,225.0,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.3938123076188038
184,3,79.2,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.4854148702114235
221,7,73.43,2.0,0,Resort Hotel,April,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.4032300963557125
225,2,85.0,2.0,0,Resort Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.34088700342278694
42,3,55.8,2.0,2,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,1,0.13265637624601187
283,2,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Contract,Non Refund,0,1,0.9955004764189407
144,6,151.0,3.0,1,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.4114227281726274
433,1,59.0,1.0,0,City Hotel,September,Groups,TA/TO,Transient,Non Refund,0,1,0.997962248451131
171,7,132.85,2.0,0,Resort Hotel,August,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.24770703425108612
188,2,130.0,1.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9892749737990907
189,10,167.28,2.0,0,Resort Hotel,August,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.5788098427643271
244,3,36.0,2.0,0,Resort Hotel,September,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9878593308860188
145,3,65.0,2.0,0,City Hotel,January,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9875388224835311
1,1,44.0,2.0,0,Resort Hotel,January,Direct,Direct,Transient,No Deposit,0,0,0.1138561336559404
52,5,148.5,2.0,2,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.2177000766720885
162,3,70.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.16500691058006944
1,2,45.0,1.0,1,Resort Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.17281192504130513
1,2,61.0,2.0,0,Resort Hotel,February,Direct,Direct,Transient,No Deposit,0,0,0.14698534801505633
96,2,130.0,2.0,0,City Hotel,April,Groups,TA/TO,Transient,Non Refund,0,1,0.994234735926439
39,2,101.5,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.11986149548362883
123,3,88.0,2.0,2,Resort Hotel,May,Online TA,TA/TO,Transient-Party,No Deposit,0,1,0.11022871546470157
103,8,153.0,3.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.4573834364216688
121,7,198.0,3.0,3,Resort Hotel,July,Direct,Direct,Group,No Deposit,0,0,0.01874534993488359
301,7,56.7,3.0,0,Resort Hotel,May,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.3325863793222378
46,1,25.0,1.0,0,Resort Hotel,March,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.06233757060514937
94,4,132.3,2.0,2,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.23562957055773562
134,12,113.62,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.5000582428809668
16,6,170.0,1.0,0,City Hotel,September,Groups,TA/TO,Transient,No Deposit,0,0,0.3554610534270105
106,2,75.0,2.0,0,City Hotel,December,Groups,TA/TO,Transient,Non Refund,0,1,0.9946141694654479
45,3,127.2,3.0,0,City Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.2702090412942345
24,1,115.0,2.0,2,City Hotel,September,Online TA,TA/TO,Contract,No Deposit,0,0,0.09827708980327159
116,2,137.7,3.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.40627429840019236
48,2,65.0,1.0,1,City Hotel,February,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.1307784925170049
0,2,61.0,1.0,1,Resort Hotel,October,Direct,Direct,Transient,No Deposit,0,0,0.05951783062816423
83,6,112.33,2.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.3339406693183067
6,4,148.5,3.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.511041992610811
17,3,71.0,2.0,0,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.4207302045234724
223,2,135.0,2.0,0,City Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.9964348706848017
0,1,25.0,1.0,0,Resort Hotel,January,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.09691093110797634
34,3,80.0,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.5004750908077452
80,3,140.4,2.0,1,City Hotel,May,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.23667430627114977
65,3,103.5,3.0,2,City Hotel,March,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.11188462195679137
11,3,110.67,2.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.15818996294293403
253,7,67.37,1.0,0,Resort Hotel,April,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.4101550852406945
16,4,91.8,2.0,0,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.5016493530047337
35,2,104.85,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.2955288729810659
152,3,62.0,2.0,1,City Hotel,February,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.17404680471274275
6,4,68.0,2.0,0,City Hotel,December,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.19634248869273324
0,1,124.0,3.0,0,City Hotel,April,Direct,Direct,Transient,No Deposit,0,0,0.18673145858863954
169,7,70.98,2.0,2,Resort Hotel,September,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.0507876213305491
46,2,32.5,3.0,1,Resort Hotel,December,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.05515607911158164
2,1,108.0,1.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.3544360220104882
32,2,73.0,1.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.10267886974934433
1,2,90.0,1.0,0,City Hotel,September,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.09756089266618136
17,1,95.0,2.0,0,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,1,0,0.4468607051269824
15,2,190.0,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.30430857698445757
14,4,38.0,2.0,0,Resort Hotel,October,Direct,Direct,Transient,No Deposit,0,0,0.13954455073611421
367,2,62.0,2.0,0,City Hotel,October,Groups,TA/TO,Contract,Non Refund,0,1,0.997142558998147
1,1,48.0,2.0,1,Resort Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.18203223486143078
1,2,68.0,2.0,2,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.11116763441612351
33,1,80.3,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.3017022781652074
35,3,76.0,4.0,0,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.49249501470778284
215,10,57.6,2.0,0,Resort Hotel,October,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.3563362252258104
217,4,135.0,3.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.37207135778562617
92,3,100.0,2.0,0,City Hotel,March,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9835268137044215
138,2,96.0,2.0,1,City Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.16535967815418626
16,4,170.0,1.0,0,City Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.22401343222724587
276,4,107.1,2.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.7323367202203692
11,6,106.35,1.0,1,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.2946824247458514
57,3,96.6,2.0,1,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.35805116358113775
127,5,91.48,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.41471259234967295
38,4,48.0,2.0,2,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.11168751824135882
5,5,131.0,1.0,0,City Hotel,October,Corporate,Corporate,Transient,No Deposit,0,1,0.22585243338452216
161,3,102.04,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.4136760651201383
70,4,42.0,2.0,0,Resort Hotel,February,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.14793726795752069
14,2,105.0,2.0,0,City Hotel,July,Corporate,Corporate,Transient-Party,No Deposit,0,1,0.12741463931716587
93,14,88.4,2.0,1,Resort Hotel,July,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.11298400622448625
37,2,109.0,1.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.2789176896624173
1,1,59.2,1.0,0,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.3500334433868611
208,7,50.85,2.0,0,Resort Hotel,April,Groups,Direct,Transient,Non Refund,0,1,0.9908086044870089
2,2,35.0,1.0,0,Resort Hotel,January,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.07752012683302427
6,3,111.67,2.0,0,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.4565467454719545
179,3,99.0,2.0,0,City Hotel,May,Direct,Direct,Transient,No Deposit,0,0,0.30722435735843023
19,3,90.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,Non Refund,1,1,0.9785318035385909
305,3,89.0,2.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9947157704102711
185,7,172.86,2.0,0,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.6631082155043605
12,1,72.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.09755040115794199
28,2,114.0,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.4645466778918792
4,2,160.5,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.2722239097298438
54,5,55.8,2.0,2,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.1505798994711701
120,3,56.0,2.0,3,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.09408215181407892
192,4,144.0,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.4813633698867797
98,8,121.88,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5969033758351115
39,2,128.0,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.2868852487838623
15,1,310.0,4.0,0,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.5611157729764725
59,6,50.0,2.0,1,Resort Hotel,April,Corporate,Corporate,Transient,No Deposit,1,0,0.10595778787644654
1,1,95.0,1.0,2,City Hotel,August,Online TA,TA/TO,Contract,No Deposit,0,0,0.08909600542520009
286,2,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Contract,Non Refund,0,1,0.9955615637789453
13,4,95.0,1.0,0,City Hotel,April,Aviation,Corporate,Transient,No Deposit,0,0,0.2495430152416827
24,3,135.67,2.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.47093234041002735
